index,artist_name,track_name,track_id,track_popularity,artist_id
1203,Gabby Gabanna,P.G.S.L.T.M. (Pretty Girls Still Love Trap Music),2XHDzGNNdGP0CmDubUhBBF,41,7w9c55FukJBh6vtWrmHbVz
1204,Coolio,Gangsta's Paradise,1DIXPcTDzTj8ZMHt3PDt8p,87,3y24n3XhZ96wgwRXjvS17T
1205,New Cool Collective,P.G.,6Hv4c3IPtdjMhCr21IxjPF,1,6d6i5VzXGwecR7EtMasWsZ
1206,Gabby Gabanna,P.G.S.L.T.M.,6ShVgO6bWsyc0RqB9NlDm8,38,7w9c55FukJBh6vtWrmHbVz
1207,Drake,God's Plan,6DCZcSspjsKoFjzjrWoCdn,84,3TVXtAsR1Inumwj472S9r4
1208,L.G. Wise,P.G.,5p5ALxqOg7dAwFxHjSYkZr,0,5xaT2601i5MC4h6yZa7EOD
1209,PGF Nuk,Waddup (feat. Polo G),5teSgJfTCFK0ngDASJb99U,67,0PUh7TSiwhSf0xL0b6SLXH
1210,NEIKED,Better Days (NEIKED x Mae Muller x Polo G),6f5ExP43esnvdKPddwKXJH,80,5H6xmHXjsq98NLbEjuE29f
1211,Chase N. Cashe,P.G.,191Lh9MXfOgLaKc6QYmFRc,0,6E2HWaoTqTZdHMWPbdsojr
1212,P.O.D.,Youth of the Nation,0UrWr7Jnu1heq1o99ZwUd0,69,6KO6G41BBLTDNYOLefWTMU
1213,Mareux,The Perfect Girl,5RBOcBpJXaNnHCGViJmYhh,81,7riQPkkGZBnTh9ve5qIhYo
1214,Geto Red,P.G.,5vG7Lu8iA0UKpSO4GTO1sc,0,2RJmmrRiNkEHcMRA2YKtb9
1215,Pogo,Forget,26xgfuQnTaa5UQJhdQACz6,68,1ng3xz2dyz57Z1WpnzM2G7
1216,Lil Durk,3 Headed Goat (feat. Lil Baby & Polo G),6Tguhaf2uAe6OjRLsR2Tql,75,3hcs9uc56yIGFCSy9leWe7
1217,Wave Sleep Wave,P.G.,1YqkoRGvQP6betzD6zEiCS,0,2wGmsW4MX65S9K6VunpRHu
1218,P.O.D.,Boom,5DooySfCD1xCJ49gQm9rx7,65,6KO6G41BBLTDNYOLefWTMU
1219,Polo G,RAPSTAR,18vXApRmJSgQ6wG2ll9AOg,81,6AgTAQt8XS6jRWi4sX7w49
1220,Ghost,P.G.,3o8zGoNdAzjJjHsLrfR8dt,0,56zzuqZCUSsKxm54AlY6vk
1221,PGF Nuk,Waddup (feat. Polo G),74CHQ7MTUiRyPxaDpQlkab,56,0PUh7TSiwhSf0xL0b6SLXH
1222,Polo G,Martin & Gina,1VLtjHwRWOVJiE5Py7JxoQ,81,6AgTAQt8XS6jRWi4sX7w49
1223,Chris Lattimore,P.G.,0xQIQ07X4kXHzFbDV38ce7,0,5QCwXRdYzVepcTFy5bmqSN
1224,P.G.C.E,Hold It Again,0lWh3SwD62gDGNjn82hQ0n,23,7goKjesg50YD8QygO2sCYS
1225,Kanye West,Praise God,0WSEq9Ko4kFPt8yo3ICd6T,78,5K4W6rqBFWDnAN6FQUkS6x
1226,Scotte Ducati,P.G.,5eYmC8VFkLKuD7Ye4NQiG7,0,3ekwUzrFzPauzetvN1tJww
1227,Peggy Lee,Fever,3aPlQWU07jGgyHaBHVS5TS,62,602DnpaSXJB4b9DZrvxbDc
1228,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),4iJyoBOLtHqaGxP12qzhQI,84,1uNFoZAHBGtllmzznpCI3s
1229,Ceez Pe$o,P.G.,26AXwoOlfKakVyelLK0Lsi,0,4nD8qY2G4QzBELA7vy7Zux
1230,P.O.D.,Alive - Chris Lord-Alge Mix,1X4Ntw6Lbaa1ACgilCqMpr,62,6KO6G41BBLTDNYOLefWTMU
1231,Nardo Wick,G Nikes (feat. Polo G),7asQMsxC6dNgY0inCzJC5O,73,0Njy6yR9LykNKYg9yE23QN
1232,Deep Dhillon,P.G.,1loEfRrI2swGedGBl8cLMD,2,6sE9pYOAxhQ6vfucZzc0JM
1233,P.G. Six,Quiet Fan For SK,5tKM4B9wwjmLNO8fTwsSfS,19,4GYG5rH2oxRMJ8DSTof7QK
1234,Lil Uzi Vert,Neon Guts (feat. Pharrell Williams),1MJErNPIQUoEMu4YUUmecm,73,4O15NlyKLIASxsJ0PrXPfz
1235,Happy Ramewalia,P.G.,2ke9afRZ8nvouapnaaFHap,0,5WNUQs1C3UWdZJoekqLfYM
1236,PGF Nuk,Waddup,6JEqTgeKd302b4MqzgmQ50,55,0PUh7TSiwhSf0xL0b6SLXH
1237,Clairo,Pretty Girl,0KyAGiNGUytG5JLxJu4F6l,74,3l0CmX0FuQjFxr8SK7Vqag
1238,Floff,P.G.,6jnVyEnGubX5ImUNOoy7nS,0,3sB3sqSUGzjDbXI3mx79Gv
1239,Peggy Lee,La La Lu,3Fou4O94pyR80OxdSj3pI8,56,602DnpaSXJB4b9DZrvxbDc
1240,Summer Walker,Playing Games (with Bryson Tiller) - Extended Version,2xyx0o4xNOLLjBSbOOdcbA,77,57LYzLEk2LcFghVwuWbcuS
1241,P.O.D.,Southtown,5tJjQIhH6mH3PhG1DjW3gD,57,6KO6G41BBLTDNYOLefWTMU
1242,Fleetwood Mac,Dreams - 2004 Remaster,0ofHAoxe9vBkTCp2UQIavz,82,08GQAI4eElDnROBrJRGE0X
1243,P.T. Adamczyk,The Rebel Path,3m8UfZwPMMbiWfGR8Lg2cR,60,27VhXJzIph9c75cBh1e8XM
1244,Usher,DJ Got Us Fallin' In Love (feat. Pitbull),4356Typ82hUiFAynbLYbPn,78,23zg3TcAtWQy7J6upgbUnj
1245,Deep Dhillon,P.G,1VFcuGAvSY0uw1UYXBv58j,19,6sE9pYOAxhQ6vfucZzc0JM
1246,Lil Tjay,Headshot (feat. Polo G & Fivio Foreign),4eNOLmx8r2IJAVKvBBL1jv,74,6jGMq4yGs7aQzuGsMgVgZR
1247,P.Gutter,Dollar Bill,2wFCbdNb3XT3OJdfBpymeV,27,32YCpkE0HALpF82ZcJxUeX
1248,Trippie Redd,Rich MF (feat. Polo G & Lil Durk),6cUHiQEECDl5m3WFGQ1GCR,72,6Xgp2XMz1fhVYe7i6yNAax
1249,Damian Ukeje,Chippin' In,3GR6MLpg7XXplpaXYyzoXa,58,1wfb72UB5sQSOOqiNQUjwl
1250,Anime,What We Live For,4Ipv3nHxflFU3KE38vpCul,35,6lnEWBl7dhcA1FL5yqRHPO
1251,E-Force,Inflict The Pain,5dpd4mbB88JLsVXbmaVWf8,40,77faXTf6wXs3L2CVol0c8C
1252,Mc Livinho,Fazer Falta,6vZbWgHWITDgEe6a2aOUqY,60,7me0S5Z40qVWj3gzyK8aC3
1253,Irradiate,Endless Sacrifice,5p5IaDE5zWEgWHiXygte1L,41,3iVpZjQNb6mpiV5KY2xY9I
1254,Bloodlust,In Blood We Trust,4vXqqbCX2GzQSU3JawvFrQ,46,1vDMUXdbIJHTSC8ZAf2Zqp
1255,Mc Livinho,Ela é Espetacular (Mulher Kama Sutra 2),0x0V1IID2Sj902k6LzuWds,64,7me0S5Z40qVWj3gzyK8aC3
1256,Cryex,Streetcode,7yIHzj9yK3mIjQhehvd4un,40,5NkT0VLTEXldi82KVVnG1b
1257,Mc Livinho,Cheia de Marra,4k1IrLxPtGF2qdSSFV5Ghw,54,7me0S5Z40qVWj3gzyK8aC3
1258,Imperatorz,Fanatics,0opaR6g9aZcmxeTyWK0olE,32,7eS0sxPiRLeafMwpgLJml1
1259,Dj Guuga,Vidrado Em Você,1HJU78CRk4vxvjE5Cs1BCt,58,1cNPXWhKfjI0fT5EMCnamR
1260,Invector,I Am Electric,0RJxqLQOoskO3amIB3smxE,34,6dzkjHwlCSs5uy93DoiZ1s
1261,Mc Livinho,Na Movimentação (feat. Faixa Rosa),2zpiccjPSl315SqthyDf9j,74,7me0S5Z40qVWj3gzyK8aC3
1262,Irradiate,Endless Sacrifice,6SreKwElevvBTZysarwp50,21,3iVpZjQNb6mpiV5KY2xY9I
1263,Mc Livinho,Tenebrosa,2IsMcrlR8Euj57PGDRo4cD,48,7me0S5Z40qVWj3gzyK8aC3
1264,Deadly Guns,Devotion,5OLUgUS0mZjWRxeiqv7Ijg,27,1RsU9zuGACUb1NGShiFpcP
1265,Mc Livinho,Funkbol,1VysEemTevjFKazNAaU5Np,39,7me0S5Z40qVWj3gzyK8aC3
1266,Delete,Don't Hold Back,31iVAFY2tPQS7n5n3cBvKF,24,5ba4f3qddeYRq7BQcAtFBS
1267,Mc Livinho,Pras Novinha (feat. DJ Pedrin),3qHN7TSBfVQPF9ojUVT9ZT,69,7me0S5Z40qVWj3gzyK8aC3
1268,The Purge,LOSE CONTROL,74TaAa79jiCaqyO8HTVt3U,19,4CyjDlfEi7Sb4NLgWP0x3w
1269,Mc Livinho,Parem de Transar,4cfsUsdk2YSOD8id8Nrtgs,41,7me0S5Z40qVWj3gzyK8aC3
1270,Cryex,Define Me,1HaKnGQnWqDUZA4EwfVh4l,19,5NkT0VLTEXldi82KVVnG1b
1271,Bloodlust,The Assassins,1laXgW53g1XeO0bt5PP5A0,26,1vDMUXdbIJHTSC8ZAf2Zqp
1272,Mc Livinho,Pressentimento,25jch7OApVjo8EDgS2YZIt,38,7me0S5Z40qVWj3gzyK8aC3
1273,Deluzion,We Leave No Man Behind - Rawfare 2022 Official Anthem,5XfNFW4SpX2p5RiWI6tkc0,22,3r40SMXcvhhDUE1xhU8MSB
1274,Mc Livinho,"Symphonia (with Alok, Sevenn & GW) - Remix",3O6h57XQaxw3OmCtp35qSR,25,7me0S5Z40qVWj3gzyK8aC3
1275,Unresolved,Call of The Warrior - Cryex Remix,6icbw6Q99bo0xadjyUYBBQ,17,6glAHKAPvBPUQ4HQcYXxpr
1276,Giuseppe Verdi,"Otello / Act 3: ""A terra!...si...nel livido fango""",4txqmB1cl2rox2u2aG2xJZ,8,1JOQXgYdQV2yfrhewqx96o
1277,Mc Livinho,Cheia de Marra 2,46DzybjI94rsuL6Mtc4Zi3,42,7me0S5Z40qVWj3gzyK8aC3
1278,DJ Snake,Let Me Love You - Tropkillaz & Mc Livinho Remix,6hLyfWFe42YtHONpJZDt4p,35,540vIaP2JwjQb9dm3aArA4
1279,Cryex,Streetcode,4cXigLR34fh49RiSRg2ENr,7,5NkT0VLTEXldi82KVVnG1b
1280,Mc Livinho,Azul Piscina,01t5aRQQqY5R95Ptlwi2jm,54,7me0S5Z40qVWj3gzyK8aC3
1281,Mc Livinho,Catucada Violenta,4rEm3FNmSk2uRCcxB3PjAK,48,7me0S5Z40qVWj3gzyK8aC3
1282,Deetox,Do Or Die - Rebelion Remix,3FDcLkWckfHMszJbggr28e,16,0g6dKn3203m8rAtAyjIdZl
1283,Mc Livinho,Gostosa Mas Não Vale Nada (feat. Dj Tavares & DJ 2B & DJ Isaac Vieira),2raKtHQdeRwnCak5tBkm7b,34,7me0S5Z40qVWj3gzyK8aC3
1284,Imperatorz,Fanatics,3cQyPqBGWS5pZ0Rb7Ffaik,6,7eS0sxPiRLeafMwpgLJml1
1285,Mc Livinho,Fazer Falta 2,1uQ1Xi6gNgXXlDEojlNbwH,49,7me0S5Z40qVWj3gzyK8aC3
1286,Crypton,The Exodus,1iuQkPnJYAG9JSn24AvNYl,19,592FgKnDnLHT1jLLLwGjR2
1287,Ton Carfi,Minha Vez,7BXpln48PXgHVg6vaEZCvw,57,4IefiwlkKHUFoRdBsGj756
1288,Mc Livinho,Colapso,3ozcOAOg14Fk20hDaPuWFA,35,7me0S5Z40qVWj3gzyK8aC3
1289,Mc Livinho,Cheia de Marra,3jfrTzP1xAPQeixEUxtAvS,37,7me0S5Z40qVWj3gzyK8aC3
1290,Iphaze,Chaos Disorder (feat. MC Livid),3e0sggzjeeNd7JdHltOiyV,0,3UwOUIH0lcYHnA4D7inwS8
1291,Mc Livinho,Na Ponta do Pé 2,6G5z2fh5MfVErDCsJJKNwv,49,7me0S5Z40qVWj3gzyK8aC3
1292,McClofie,Livid,07EMZoUrlwjdtbJ0CmdZNe,0,1JByXnX0nRt4NY7ocz4v4v
1293,Malice,Join The Squad,6AYjeojAdj67tP2UqTitge,17,0endjvK01uydkCL84mD3Z5
1294,MC Caribou,"Live It, Livid",0rSFP3jP3nfk7fNLTWRWOH,0,51lzsnvYUzN8ZlXvHt6QRB
1295,Ivete Sangalo,Cheguei Pra Te Amar,3hMixPjvmXmCo32PQxJOzA,49,7dzq55YG3wjViqexDwiycQ
1296,Uncle Sam MC,Livid,5MJutxuyoYKmwuGy9N6m72,0,28RlYjPUx1IgeHzqjNEHRq
1297,Mc Livinho,Hoje Eu Vou Parar Na Gaiola,2u2T2sB5Geli45Wh7r4lhr,59,7me0S5Z40qVWj3gzyK8aC3
1298,Deetox,Do or Die (feat. Mc Livid) - Rebelion Remix Radio Edit,0gTozNCv9EJoZlW9hnyHYy,4,0g6dKn3203m8rAtAyjIdZl
1299,Mc Livinho,Pare de Chorar Mãe,3AAfdxgiYvKUWybObg7rAO,34,7me0S5Z40qVWj3gzyK8aC3
1300,Stoneface & Terminal,Visitors - Original Mix,1ZbXjmTrH9LVMToWKIcHqm,33,3Mqc1pY8uwTjUiW0womxWk
1301,Stoneface & Terminal,From the Sun,416A6PaC66kQXkxC5bbmwU,33,3Mqc1pY8uwTjUiW0womxWk
1302,Stoneface & Terminal,Save Me,4zDU34T5mQk0xkxi1sWRmt,32,3Mqc1pY8uwTjUiW0womxWk
1303,Paul Denton,Ricochet - Stoneface & Terminal Remix,3P68Uu8XxG45sBLdxIJEMg,22,2fKsd61swALXCOUa8q89U2
1304,Stoneface & Terminal,A Spring of Hope,770Zumq3h4Xvn3RT0DwHRw,33,3Mqc1pY8uwTjUiW0womxWk
1305,Stoneface & Terminal,Moonscape (Mixed),6cIsxNrm1X7ScYDsfdYtyn,27,3Mqc1pY8uwTjUiW0womxWk
1306,Roger Shah,Triumvirate (FSOE ARCHIVE) (FSOE778),1bBoxBfxNSZ0LLvPZdJ2hU,17,3dAnWbqTzCOK1jdiK2v3gI
1307,Stoneface,Moment - Original Mix,7iy9OHrqSXj7ed9JTQ5Jhi,2,3hfq6yXjtbpauRxsiTasoz
1308,Adam Nickey,Reflections - Mixed,71pcVrU5doquSmUDbhvxCL,31,5z6lQtQC39Mh6CwWEiuV0n
1309,Roger Shah,Hyperion,7smTqiBvBzEXksDWw2GD8H,29,3dAnWbqTzCOK1jdiK2v3gI
1310,Tritonal,Suede - Stoneface & Terminal Remix,68xHuBpvRjwjI086Wu8N9x,3,521qvhdobR0GzhvU6TFw76
1311,Roger Shah,Triumvirate,187oEZnKehFOj5kaWyeADI,25,3dAnWbqTzCOK1jdiK2v3gI
1312,Stoneface & Terminal,Moonraver,6k29jSF13OLPyEPRUW6P32,23,3Mqc1pY8uwTjUiW0womxWk
1313,Stoneface & Terminal,My Heart Won't Tell You No - Frainbreeze Remix,0MZzIHFAnb20hKOpY6C1j0,24,3Mqc1pY8uwTjUiW0womxWk
1314,John O'Callaghan,Out Of Nowhere - Stoneface & Terminal Vocal Remix,5ORo2F8zMyvbctQJIIO9Wj,19,6H2JQ8igAAa5UBr2u496mb
1315,Stoneface & Terminal,Moonscape,4TUfoTwxE4V3p7CqnRudAZ,17,3Mqc1pY8uwTjUiW0womxWk
1316,Stoneface & Terminal,From the Sun - Enigma State Club Remix,5Z8LEvvkp65GvkAqJfclW9,21,3Mqc1pY8uwTjUiW0womxWk
1317,Solarstone,Mist on the Hill - Solarstone Mix,0bnQgHVilEOd5VuWkr5xey,24,1PfOXooPSLQhOTNZGrXM90
1318,Cressida,Onyric [Mix Cut] - Stoneface & Terminal Remix,0K7RfiNGSxxuMUyL8VtS9y,20,3TarSQLteG4x5prong6iPz
1319,Stoneface & Terminal,Kilig,5XT8TQbXBwmqTxjVVHd3Vo,18,3Mqc1pY8uwTjUiW0womxWk
1320,Stoneface & Terminal,My Heart Won't Tell You No - Radio Edit,7qHvwDb4dEnXkSMPR9ph2a,23,3Mqc1pY8uwTjUiW0womxWk
1321,Dan Stone,Drive - Stoneface & Terminal Remix,4f8eSAblCdaCQWCHKfci1c,7,5AqacAhvN8JCsr00Qk9tb7
1322,Stoneface & Terminal,Moonraver (ASOT 1085),6AapOr1BXMLPRFjbuCPsTJ,22,3Mqc1pY8uwTjUiW0womxWk
1323,M.I.K.E. Push,Endless Balance - Stoneface & Terminal Remix,4hUMnDtyk8lguRkh7L8cOK,21,1FLWivyoqKrhsxokChtUnI
1324,Stoneface & Terminal,Moonscape - Extended Mix,0bDEcP9lIJEtVrWlhLhDSW,12,3Mqc1pY8uwTjUiW0womxWk
1325,Tritonal,Suede - Stoneface & Terminal Remix,58y3WMrmY43PmQ0YqOifOq,1,521qvhdobR0GzhvU6TFw76
1326,Stoneface & Terminal,You Are,0KFiK3L3kKxGudIjRiKpVt,6,3Mqc1pY8uwTjUiW0womxWk
1327,Stoneface & Terminal,Spaceglide (ASOT 1076),5eMw8ZgJn3BHhj6Iy0dAIZ,18,3Mqc1pY8uwTjUiW0womxWk
1328,Sunscreem,Love U More (Solarstone Pure Mix) - Mixed,4PtpNI6JFjASuIJCCPckxV,25,0rMScAC6pl5e5tF5zrwjdI
1329,Stoneface,Blueprint [Mix Cut] - Club Mix,57D2Vo5GVFbGuYCPNw4S8I,5,3hfq6yXjtbpauRxsiTasoz
1330,Stoneface,Leaving Earth - Original Mix,21eT7BEOL4oTFEcIS509ge,1,3hfq6yXjtbpauRxsiTasoz
1331,Stoneface & Terminal,Mortal Industry,4Ntu4B096SyC7rVubC7P4x,4,3Mqc1pY8uwTjUiW0womxWk
1332,Stoneface & Terminal,Lost - Radio Edit,2EjdIaE8rzJfJd5MvTHzDl,17,3Mqc1pY8uwTjUiW0womxWk
1333,Stoneface & Terminal,Berlin '97 (Get On Me),4WZo0VwIUBEZba6GF5DPpC,14,3Mqc1pY8uwTjUiW0womxWk
1334,Adam Nickey,Callista - Stoneface & Terminal Mix,6heEuUUtceuYw3zogK2K6k,13,5z6lQtQC39Mh6CwWEiuV0n
1335,Stoneface & Terminal,From the Sun - Enigma State Remix,2IpW2pWYIq8DUrUwT4MKVb,14,3Mqc1pY8uwTjUiW0womxWk
1336,Ana Criado,Can't Hold Back The Rain - Stoneface & Terminal Radio Edit,7cHnleyGuxPOi57IkEs75o,16,74wwiRVGGmTpYiU2l1olVU
1337,Stoneface & Terminal,Super Nature - 2015 Rework,49qqzhd0sCVp0itLXwaNk4,7,3Mqc1pY8uwTjUiW0womxWk
1338,Stoneface,Time To Wait - Original Mix,3TFP5Adoc8Mbt2iYzXJJyh,0,3hfq6yXjtbpauRxsiTasoz
1339,Andy Moor,Fight The Fire (Mix Cut) - Stoneface & Terminal Remix,6f05PhKIlarF6ZaLLpsWl7,13,0Fn4agIyGMwQsKHrx1i8Dn
1340,Terminal,Moment - Original Mix,0AE0xLkBtKz88G0qofn9JX,4,5ovvc3CULYdQtfOuFX8eFE
1341,Stoneface,St Francis Foley - Club Mix,7INY6FZkjH6nmjQAhPA2p4,1,3hfq6yXjtbpauRxsiTasoz
1342,Armin van Buuren,Unforgivable - Stoneface & Terminal Vocal Mix,1CRlUsTuDjAzcZnWo575rz,7,0SfsnGyD8FpIN4U4WCkBZ5
1343,Sandra Flyn,Rocking - Stoneface & Terminal Remix,7jOEa8ntXcEh5uluJt8CUa,3,3g17MUXmEcHpukyRAqYKQe
1344,Stoneface,Here To Stay - Original Mix,6TR6whQJyOqta0Hif7CxzR,1,3hfq6yXjtbpauRxsiTasoz
1345,Stoneface & Terminal,Stardust - Club Mix,1dzLvl9l4dqMtEUjLW9tPz,7,3Mqc1pY8uwTjUiW0womxWk
1346,Stoneface & Terminal,Glimpse,16ne8bF4Jg4M0RWxXgOBlp,1,3Mqc1pY8uwTjUiW0womxWk
1347,Stoneface & Terminal,Frontlines (Book Series Version) - Mixed,262q0fQO7kGbw2M6fZ7Byj,9,3Mqc1pY8uwTjUiW0womxWk
1348,Stoneface & Terminal,Love Sublime - Stargazers Remix,4uJp5vSrc4CTW1164niPbG,11,3Mqc1pY8uwTjUiW0womxWk
1349,Stoneface & Terminal,From the Sun - Extended Mix,1DdvJYwzXiSzMOj9uHi2hR,11,3Mqc1pY8uwTjUiW0womxWk
1350,Dr. Dre,The Watcher,1iQ5E4z6CJ38dIzvMI9Wdo,65,6DPYiyq5kWVQS4RGwxzPC7
1351,Outblast,The Voice Of Mayhem (Official Masters Of Hardcore 2010 Anthem) [Mix Cut] - Original Mix,6KSJMJJm7HxUTS31dOfd8S,44,7izfdXPLe9PjsIN0A0k2pE
1352,Delete,Payback,0UDVMvCdkiUUlhexSbwIK7,53,5ba4f3qddeYRq7BQcAtFBS
1353,Enslaved,The Watcher,6NnDksTmnkPzU5M7OAOeDN,33,2HmtB6wVRRi3z0JwZHtkiD
1354,Deadly Guns,Hell Of A Ride - Official Dominator 2022 Anthem,4mmfmBwioCjlXjkklzXzHx,49,1RsU9zuGACUb1NGShiFpcP
1355,Gordon Lightfoot,The Watchman's Gone,2aWxDsPrW9boRYyWLF6sst,49,23rleGXVOVVgTk3xgtmfE4
1356,Arch Enemy,The Watcher,7wwFeAgaC2pGqJaTuCVFAw,58,0DCw6lHkzh9t7f8Hb4Z0Sx
1357,SOTUI,Claim the Game,3fWBxABishK1ODYntITi6m,24,0X1lCLOuefOG59DAdw6xwT
1358,LT.LICKME,The Watchers Theme (Original Soundtrack),1gpkGcqI2XcqkMBciHTJbH,33,2BisTIgVt1fmtGVvFmGCAL
1359,Angerfist,Face My Style,0i6mmjfSEWYz9AHXpX3FNJ,39,4sQNUQjOYj9rV2sdfJ8laS
1360,Lorna Shore,The//Watcher,17kDlFf3Zr5UoSIL5NWa9u,35,6vXYoy8ouRVib302zxaxFF
1361,Angerfist,Tournament of Tyrants (Official Masters of Hardcore Anthem 2018),6iwEf6JVboIZuxXAI7g37i,42,4sQNUQjOYj9rV2sdfJ8laS
1362,Motörhead,The Watcher,1Kpve8qITLyKmv4lQwM6Aq,30,1DFr97A9HnbV3SKTJFu62M
1363,Angerfist,The Voice Of Mayhem,5BOdWkaQgsq7WKGBKIukbx,38,4sQNUQjOYj9rV2sdfJ8laS
1364,itsxmusic,The Watcher 4,6MTWV5tdFhRPmCOcLZiXd4,19,7LrhPNRO1dptGH38iWSFft
1365,Scarphase,Enter The Snakepit (Official Snakepit 2016 Anthem) - Radio Edit,5b7Pqq68GFBYSBr44lLE3h,39,3FpSqrCQ3oyc1VTFbCOrMc
1366,Cryogenic,Hardcore By Nature (Official Titanium Festival 2022 Anthem) - Radio Edit,4Vss1bAPHkVTVbxURknLwL,43,3JkD7HM6gEzgOMm9kwzunN
1367,JAY-Z,The Watcher 2,658B7Q2Li68QTJKJI55iUv,25,3nFkdlSjzX9mRTtwJOzDYB
1368,Nightcraft,Shadows,39vsIY6n7MKfLEjcXon0FM,38,4IQIMZPSBfizEPPGdCmsXV
1369,Rory Gallagher,The Watcher,56icmE9DVsDRDFwKmiPlxb,22,1kcWyDvrlPUbyxkIoM6pAV
1370,D-Fence,Hardcore Bastards,6UdshaezAlbZRmvPqOk1w1,37,5WUnGF4pM7DerBF0GSivNv
1371,JAY-Z,The Watcher 2,4BjfjRRYojXuwA6qt74fAT,26,3nFkdlSjzX9mRTtwJOzDYB
1372,JAY-Z,The Watcher 2,23qpfRkkOK4IrbVxIHQQIC,44,3nFkdlSjzX9mRTtwJOzDYB
1373,DRS,Warriors,3CcUsyvCZbEzisnQItM7XX,42,3ipAwQsSahvSht3Bb8SpLs
1374,Aviators,The Watcher,7LC6QR9EgOmTRFGpjyxHPQ,22,3xNCp8cktZ1IGwRregR2yO
1375,Broken Minds,Mythology of Hardcore - Official Masters of Hardcore Russia 2022 Anthem,4Ia0P4lQDTzKYva6OWFSuW,35,0b2rM3fXiBkA4c1SpSkoqE
1376,Outblast,Die Hard - Radio Edit,2Rt5wf2bW3yUuZAga2dzeB,34,7izfdXPLe9PjsIN0A0k2pE
1377,Andy James,The Watcher,7KoLhCdsujuDLkmhd3mcJu,25,4Vh8EFeScM6jIGhc9fx0WO
1378,Access One,Relentless (Official Masters of Hardcore Russia 2020 Anthem),7qM1lBvBwEs2QU5vZkxSYi,23,2yH3lflCSPqb8jI0MKmbPh
1379,Dr. Dre,The Watcher - Album Version (Edited),45WBF9m1h3JPAoOr9U5kK3,30,6DPYiyq5kWVQS4RGwxzPC7
1380,Irradiate,Legacy of Blood,4De62A6DoaF0s57bye37h4,35,3iVpZjQNb6mpiV5KY2xY9I
1381,Tytan,The Watcher,1Z7mvTyJf2CvuVf2egqLNo,17,5SzxM9jZridZ5PiPbrHCdR
1382,Anime,Reminisce,0w8zW18uJnIalPBQJaO1dt,27,6lnEWBl7dhcA1FL5yqRHPO
1383,Cryogenic,Hardcore By Nature (Official Titanium Festival 2022 Anthem),6mzN5pUuD1btiIgTzitFps,35,3JkD7HM6gEzgOMm9kwzunN
1384,Psycroptic,The Watcher of All,6NIxukSQvEn1W5ByybS2Ku,25,2O8ZayBAqBqoXujSAAx7pm
1385,Rebelion,Fake Shit,2Emj0xTcSAJQ4e25pHKpcB,34,5JcSyYpBdqCmjJyVlKh7Yg
1386,Re-Style,Toxicator (Official Toxicator 2018 Anthem),57pzJKGPT6TcFvoQhaTJ6b,31,2kK1cYRoYo24RzsHADtD0E
1387,Sub Sonik,REVOLT (Official REVOLT 2019 Anthem) - Korsakoff Remix,5px3F4QLUwp8wTfkdN6qVA,34,4FApejrnKXgmvrVmBMRO2l
1388,JAY-Z,The Watcher 2,0GKogdQ0O6tgHfswinGVHn,16,3nFkdlSjzX9mRTtwJOzDYB
1389,Act of Rage,Outrageous,1RnCEhb3UGa3A7wol8BND2,34,5eHs2hHfUzGizdnrLjc3CW
1390,Morgan Kibby,Jailbait,6KWU09WgCH3MsagTHu9MHb,24,5zWQ4hblHP7XSxlhontr2M
1391,Lem-X,The Origins,5zgmwyq75H0sQE6MlqPL4M,24,0fL3nn53Jlg7RK0cuciX6n
1392,The Watchmen,Stereo,5OBtYVsBL9WpBp4n21i6OQ,43,7MJSeuocRuASrNOZaYawlD
1393,Dr. Dre,The Watcher - Instrumental,3SZGpUvsQHQI3Hx28gXvZ9,38,6DPYiyq5kWVQS4RGwxzPC7
1394,Nosferatu,Primal (Official Masters of Hardcore Austria 2020 Anthem),5JGGybfKSUCJ4Cz1x80QRh,31,0S6b11xqvO6XOWZSukSjiY
1395,F. Noize,Double Headed Snake (Official Snakepit 2019 Anthem),4fPYugRnVDKvrbPWBldGdw,35,0mdmNdny2m37Hb1DIdQkG7
1396,Monuments,The Watch,0PbSzsmVR7BVidPjYnlx7q,27,71IBhhBhtPLZ8OyVuXOw77
1397,Re-Style,Savage & Wild - Official Masters of Hardcore Russia 2019 Anthem,6Pdd51KvFxKd16amMO1z6D,26,2kK1cYRoYo24RzsHADtD0E
1398,Morgan Kibby,Haunted,0bqu9tLtv9DoqIzZVchzoR,15,5zWQ4hblHP7XSxlhontr2M
1399,Daniel O'Rhys,The Watcher & The Sea,16MsK4SIK44MsMHJCAjW4c,31,4eb20k06iiAcR95q6sp8RD
1400,Gouryella,Gouryella,6xl5vg5rhmbGI7kNML1IP4,49,1JKDQ9CDwfLKUrhO6KYaki
1401,Gouryella,Gouryella,2UI3gVOfHChLLdhzwDjaea,23,1JKDQ9CDwfLKUrhO6KYaki
1402,Binary Finary,1998 - Gouryella Remix,3oWuR8oRXtO9RejTyRjk12,43,5suoHSdDiYsjikHNVdYYKe
1403,Gouryella,Gouryella (Mixed),4CR8D5YvTKGBrsyifEYzmC,24,1JKDQ9CDwfLKUrhO6KYaki
1404,Gouryella,Gouryella,5QuPV2QWiVdwwgC75MudGz,24,1JKDQ9CDwfLKUrhO6KYaki
